"","id","label"
"1",1,"abwiki"
"2",2,"acewiki"
"3",3,"adywiki"
"4",4,"afwiki"
"5",5,"akwiki"
"6",6,"alswiki"
"7",7,"amwiki"
"8",8,"angwiki"
"9",9,"anwiki"
"10",10,"arcwiki"
"11",11,"arwiki"
"12",12,"arwikibooks"
"13",13,"arwikinews"
"14",14,"arwikiquote"
"15",15,"arwikisource"
"16",16,"arzwiki"
"17",17,"astwiki"
"18",18,"aswiki"
"19",19,"atjwiki"
"20",20,"avwiki"
"21",21,"aywiki"
"22",22,"azbwiki"
"23",23,"azwiki"
"24",24,"azwikibooks"
"25",25,"azwikiquote"
"26",26,"azwikisource"
"27",27,"barwiki"
"28",28,"bat_smgwiki"
"29",29,"bawiki"
"30",30,"bclwiki"
"31",31,"be_x_oldwiki"
"32",32,"bewiki"
"33",33,"bewikiquote"
"34",34,"bgwiki"
"35",35,"bgwikibooks"
"36",36,"bgwikinews"
"37",37,"bgwikiquote"
"38",38,"bhwiki"
"39",39,"biwiki"
"40",40,"bjnwiki"
"41",41,"bmwiki"
"42",42,"bnwiki"
"43",43,"bnwikibooks"
"44",44,"bowiki"
"45",45,"bpywiki"
"46",46,"brwiki"
"47",47,"brwikisource"
"48",48,"bswiki"
"49",49,"bswikinews"
"50",50,"bswikiquote"
"51",51,"bugwiki"
"52",52,"bxrwiki"
"53",53,"cawiki"
"54",54,"cawikinews"
"55",55,"cawikiquote"
"56",56,"cawikisource"
"57",57,"cbk_zamwiki"
"58",58,"cdowiki"
"59",59,"cebwiki"
"60",60,"cewiki"
"61",61,"chrwiki"
"62",62,"chwiki"
"63",63,"chywiki"
"64",64,"ckbwiki"
"65",65,"commonswiki"
"66",66,"cowiki"
"67",67,"crhwiki"
"68",68,"crwiki"
"69",69,"csbwiki"
"70",70,"cswiki"
"71",71,"cswikibooks"
"72",72,"cswikinews"
"73",73,"cswikiquote"
"74",74,"cswikisource"
"75",75,"cuwiki"
"76",76,"cvwiki"
"77",77,"cywiki"
"78",78,"dawiki"
"79",79,"dawikiquote"
"80",80,"dewiki"
"81",81,"dewikibooks"
"82",82,"dewikinews"
"83",83,"dewikiquote"
"84",84,"dewikisource"
"85",85,"dewikivoyage"
"86",86,"dinwiki"
"87",87,"diqwiki"
"88",88,"dsbwiki"
"89",89,"dtywiki"
"90",90,"dvwiki"
"91",91,"dzwiki"
"92",92,"eewiki"
"93",93,"elwiki"
"94",94,"elwikibooks"
"95",95,"elwikinews"
"96",96,"elwikiquote"
"97",97,"elwikivoyage"
"98",98,"emlwiki"
"99",99,"enwiki"
"100",100,"enwikibooks"
"101",101,"enwikinews"
"102",102,"enwikiquote"
"103",103,"enwikisource"
"104",104,"enwikivoyage"
"105",105,"eowiki"
"106",106,"eowikinews"
"107",107,"eowikiquote"
"108",108,"eowikisource"
"109",109,"eswiki"
"110",110,"eswikibooks"
"111",111,"eswikinews"
"112",112,"eswikiquote"
"113",113,"eswikisource"
"114",114,"eswikivoyage"
"115",115,"etwiki"
"116",116,"etwikiquote"
"117",117,"euwiki"
"118",118,"extwiki"
"119",119,"fawiki"
"120",120,"fawikinews"
"121",121,"fawikiquote"
"122",122,"fawikivoyage"
"123",123,"ffwiki"
"124",124,"fiu_vrowiki"
"125",125,"fiwiki"
"126",126,"fiwikibooks"
"127",127,"fiwikinews"
"128",128,"fiwikiquote"
"129",129,"fiwikivoyage"
"130",130,"fjwiki"
"131",131,"fowiki"
"132",132,"frpwiki"
"133",133,"frrwiki"
"134",134,"frwiki"
"135",135,"frwikibooks"
"136",136,"frwikinews"
"137",137,"frwikiquote"
"138",138,"frwikisource"
"139",139,"frwikivoyage"
"140",140,"furwiki"
