"","id","label"
"1",1,"abwiki"
"2",2,"acewiki"
"3",3,"adywiki"
"4",4,"afwiki"
"5",5,"akwiki"
"6",6,"alswiki"
"7",7,"amwiki"
"8",8,"angwiki"
"9",9,"anwiki"
"10",10,"arcwiki"
"11",11,"arwiki"
"12",12,"arwikibooks"
"13",13,"arwikisource"
"14",14,"arzwiki"
"15",15,"astwiki"
"16",16,"aswiki"
"17",17,"avwiki"
"18",18,"aywiki"
"19",19,"azbwiki"
"20",20,"azwiki"
"21",21,"azwikibooks"
"22",22,"azwikisource"
"23",23,"barwiki"
"24",24,"bat_smgwiki"
"25",25,"bawiki"
"26",26,"bclwiki"
"27",27,"be_x_oldwiki"
"28",28,"bewiki"
"29",29,"bewikiquote"
"30",30,"bgwiki"
"31",31,"bhwiki"
"32",32,"biwiki"
"33",33,"bnwiki"
"34",34,"bowiki"
"35",35,"bpywiki"
"36",36,"brwiki"
"37",37,"brwikisource"
"38",38,"bswiki"
"39",39,"bugwiki"
"40",40,"bxrwiki"
"41",41,"cawiki"
"42",42,"cawikiquote"
"43",43,"cawikisource"
"44",44,"cbk_zamwiki"
"45",45,"cdowiki"
"46",46,"cebwiki"
"47",47,"cewiki"
"48",48,"chrwiki"
"49",49,"chywiki"
"50",50,"ckbwiki"
"51",51,"commonswiki"
"52",52,"cowiki"
"53",53,"crhwiki"
"54",54,"csbwiki"
"55",55,"cswiki"
"56",56,"cswikiquote"
"57",57,"cswikisource"
"58",58,"cvwiki"
"59",59,"cywiki"
"60",60,"dawiki"
"61",61,"dewiki"
"62",62,"dewikibooks"
"63",63,"dewikinews"
"64",64,"dewikiquote"
"65",65,"dewikisource"
"66",66,"dewikivoyage"
"67",67,"diqwiki"
"68",68,"dsbwiki"
"69",69,"dtywiki"
"70",70,"dvwiki"
"71",71,"elwiki"
"72",72,"elwikiquote"
"73",73,"elwikivoyage"
"74",74,"emlwiki"
"75",75,"enwiki"
"76",76,"enwikibooks"
"77",77,"enwikinews"
"78",78,"enwikiquote"
"79",79,"enwikisource"
"80",80,"enwikivoyage"
"81",81,"eowiki"
"82",82,"eowikinews"
"83",83,"eowikisource"
"84",84,"eswiki"
"85",85,"eswikiquote"
"86",86,"eswikivoyage"
"87",87,"etwiki"
"88",88,"euwiki"
"89",89,"extwiki"
"90",90,"fawiki"
"91",91,"fawikiquote"
"92",92,"fawikivoyage"
"93",93,"fiu_vrowiki"
"94",94,"fiwiki"
"95",95,"fiwikivoyage"
"96",96,"fowiki"
"97",97,"frpwiki"
"98",98,"frrwiki"
"99",99,"frwiki"
"100",100,"frwikibooks"
"101",101,"frwikinews"
"102",102,"frwikiquote"
"103",103,"frwikisource"
"104",104,"frwikivoyage"
"105",105,"furwiki"
"106",106,"fywiki"
"107",107,"gagwiki"
"108",108,"ganwiki"
"109",109,"gawiki"
"110",110,"gdwiki"
"111",111,"glkwiki"
"112",112,"glwiki"
"113",113,"gnwiki"
"114",114,"gomwiki"
"115",115,"gotwiki"
"116",116,"guwiki"
"117",117,"guwikisource"
"118",118,"gvwiki"
"119",119,"hakwiki"
"120",120,"hawwiki"
"121",121,"hewiki"
"122",122,"hewikiquote"
"123",123,"hewikisource"
"124",124,"hewikivoyage"
"125",125,"hifwiki"
"126",126,"hiwiki"
"127",127,"hrwiki"
"128",128,"hsbwiki"
"129",129,"htwiki"
"130",130,"huwiki"
"131",131,"huwikiquote"
"132",132,"hywiki"
"133",133,"iawiki"
"134",134,"idwiki"
"135",135,"iewiki"
"136",136,"igwiki"
"137",137,"ilowiki"
"138",138,"iowiki"
"139",139,"iswiki"
"140",140,"itwiki"
"141",141,"itwikibooks"
"142",142,"itwikinews"
