"","id","label"
"1",1,"abwiki"
"2",2,"acewiki"
"3",3,"adywiki"
"4",4,"afwiki"
"5",5,"akwiki"
"6",6,"alswiki"
"7",7,"amwiki"
"8",8,"angwiki"
"9",9,"anwiki"
"10",10,"arcwiki"
"11",11,"arwiki"
"12",12,"arwikibooks"
"13",13,"arwikinews"
"14",14,"arwikisource"
"15",15,"arzwiki"
"16",16,"astwiki"
"17",17,"aswiki"
"18",18,"avwiki"
"19",19,"aywiki"
"20",20,"azbwiki"
"21",21,"azwiki"
"22",22,"barwiki"
"23",23,"bat_smgwiki"
"24",24,"bawiki"
"25",25,"bclwiki"
"26",26,"be_x_oldwiki"
"27",27,"bewiki"
"28",28,"bgwiki"
"29",29,"bgwikinews"
"30",30,"bgwikiquote"
"31",31,"bgwikisource"
"32",32,"bhwiki"
"33",33,"biwiki"
"34",34,"bjnwiki"
"35",35,"bmwiki"
"36",36,"bnwiki"
"37",37,"bowiki"
"38",38,"bpywiki"
"39",39,"brwiki"
"40",40,"brwikisource"
"41",41,"bswiki"
"42",42,"bswikiquote"
"43",43,"bugwiki"
"44",44,"bxrwiki"
"45",45,"cawiki"
"46",46,"cawikinews"
"47",47,"cawikiquote"
"48",48,"cawikisource"
"49",49,"cbk_zamwiki"
"50",50,"cdowiki"
"51",51,"cebwiki"
"52",52,"cewiki"
"53",53,"chrwiki"
"54",54,"chwiki"
"55",55,"chywiki"
"56",56,"ckbwiki"
"57",57,"commonswiki"
"58",58,"cowiki"
"59",59,"crhwiki"
"60",60,"crwiki"
"61",61,"csbwiki"
"62",62,"cswiki"
"63",63,"cswikibooks"
"64",64,"cswikinews"
"65",65,"cswikiquote"
"66",66,"cswikisource"
"67",67,"cuwiki"
"68",68,"cvwiki"
"69",69,"cywiki"
"70",70,"dawiki"
"71",71,"dawikiquote"
"72",72,"dewiki"
"73",73,"dewikibooks"
"74",74,"dewikinews"
"75",75,"dewikiquote"
"76",76,"dewikisource"
"77",77,"dewikivoyage"
"78",78,"dinwiki"
"79",79,"diqwiki"
"80",80,"dsbwiki"
"81",81,"dtywiki"
"82",82,"dvwiki"
"83",83,"dzwiki"
"84",84,"eewiki"
"85",85,"elwiki"
"86",86,"elwikinews"
"87",87,"elwikiquote"
"88",88,"elwikisource"
"89",89,"elwikivoyage"
"90",90,"emlwiki"
"91",91,"enwiki"
"92",92,"enwikibooks"
"93",93,"enwikinews"
"94",94,"enwikiquote"
"95",95,"enwikisource"
"96",96,"enwikivoyage"
"97",97,"eowiki"
"98",98,"eowikinews"
"99",99,"eowikiquote"
"100",100,"eowikisource"
"101",101,"eswiki"
"102",102,"eswikinews"
"103",103,"eswikiquote"
"104",104,"eswikisource"
"105",105,"eswikivoyage"
"106",106,"etwiki"
"107",107,"euwiki"
"108",108,"euwikiquote"
"109",109,"extwiki"
"110",110,"fawiki"
"111",111,"fawikinews"
"112",112,"fawikiquote"
"113",113,"fawikivoyage"
"114",114,"ffwiki"
"115",115,"fiu_vrowiki"
"116",116,"fiwiki"
"117",117,"fiwikibooks"
"118",118,"fiwikinews"
"119",119,"fiwikiquote"
"120",120,"fiwikisource"
"121",121,"fiwikivoyage"
"122",122,"fjwiki"
"123",123,"fowiki"
"124",124,"frpwiki"
"125",125,"frrwiki"
"126",126,"frwiki"
"127",127,"frwikibooks"
"128",128,"frwikinews"
"129",129,"frwikiquote"
"130",130,"frwikisource"
"131",131,"frwikivoyage"
"132",132,"furwiki"
"133",133,"fywiki"
"134",134,"gagwiki"
"135",135,"ganwiki"
"136",136,"gawiki"
"137",137,"gdwiki"
"138",138,"glkwiki"
"139",139,"glwiki"
"140",140,"glwikiquote"
"141",141,"gnwiki"
