"","id","label"
"1",1,"arwiki"
"2",2,"bawiki"
"3",3,"bewiki"
"4",4,"bgwiki"
"5",5,"bnwiki"
"6",6,"cawiki"
"7",7,"commonswiki"
"8",8,"cswiki"
"9",9,"cywiki"
"10",10,"dawiki"
"11",11,"dewiki"
"12",12,"dewikibooks"
"13",13,"elwiki"
"14",14,"enwiki"
"15",15,"enwikiquote"
"16",16,"enwikisource"
"17",17,"eswiki"
"18",18,"eswikisource"
"19",19,"etwiki"
"20",20,"euwiki"
"21",21,"fawiki"
"22",22,"fiwiki"
"23",23,"frrwiki"
"24",24,"frwiki"
"25",25,"frwikisource"
"26",26,"hewiki"
"27",27,"huwiki"
"28",28,"hywiki"
"29",29,"idwiki"
"30",30,"itwiki"
"31",31,"jawiki"
"32",32,"kawiki"
"33",33,"kowiki"
"34",34,"lawiki"
"35",35,"ltwiki"
"36",36,"lvwiki"
"37",37,"nlwiki"
"38",38,"plwiki"
"39",39,"ptwiki"
"40",40,"rowiki"
"41",41,"ruwiki"
"42",42,"shwiki"
"43",43,"slwiki"
"44",44,"specieswiki"
"45",45,"sqwiki"
"46",46,"srwiki"
"47",47,"svwiki"
"48",48,"tawiki"
"49",49,"tgwiki"
"50",50,"thwiki"
"51",51,"trwiki"
"52",52,"ttwiki"
"53",53,"tyvwiki"
"54",54,"ukwiki"
"55",55,"ukwikisource"
"56",56,"urwiki"
"57",57,"viwiki"
"58",58,"wikidatawiki"
"59",59,"zhwiki"
